868.808716,325.752258,176.470383,-0.093998,0.000000,1.494519
789.330872,344.614502,169.937241,-0.155998,0.000000,1.292519
719.766541,343.736664,171.605301,-0.155998,0.000000,2.460518
611.719971,347.828705,178.718811,-0.595998,0.000000,0.448520
709.175720,408.008118,176.125839,-0.191998,0.000000,1.872518
594.213135,423.471191,162.640015,-0.431998,0.000000,1.208519
425.756958,387.165619,156.994476,-0.383998,0.000000,-0.401480
514.933289,535.231506,171.951263,-0.299998,0.000000,3.101705
484.935181,443.635925,144.491058,0.006003,0.000000,-1.246666
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
